     18030	     99790	     42720	      3030     0
     18160	     99780	     13100	       700     0
     18210	     99760	    251200	     94451     0
     18269	     99754	     32890	    215100     0
     18270	     99735	     23500	     56850     0
     18320	     99720	     57850	    250000     0
     18420	     99711	     48250	     12600     0
     18450	     99710	     55701	     62900     0
     18500	     99500	     42250	     44190     0
     18700	     99370	    612000	     69960     0
     18701	     99330	     41370	     93500     0
     18815	     99120	     96600	     50500     0
     18920	     98850	     78250	     38450     0
     18950	     98790	     61770	     92114     0
     18980	     98650	     81930	     28800     0
     19100	     98580	     38800	     99760     0
      1950	     98550	     41480	     13700     0
     19610	     98400	     16740	     11500     0
     19710	     98360	     52970	     98090     0
     19730	     98090	     12200	     94281     0
     19850	     97580	     96970	     22840     0
     19930	     97350	     27800	     43000     0
    202000	     97251	     42650	      3500     0
     20250	     97110	     42950	     27460     0
     20301	     96970	     60620	     98650     0
    203600	     96931	     87111	     98580     0
    204900	     96800	     69100	     82530     0
     20520	     96600	     69470	     59800     0
    208000	     96560	    232400	     16560     0
    210400	     96400	     18920	     29720     0
    211000	     96310	     87860	     49460     0
    212000	     96220	     55670	     45350     0
    212400	     95950	     37820	     97251     0
    212800	     95900	        60	     58960     0
     21360	     95610	      1400	     11050     0
    215100	     95350	     76380	     46450     0
    215400	     94900	     75410	     76948     0
     21680	     94800	     99935	     85440     0
    218600	     94680	    241000	     58320     0
    220600	     94500	     60500	    603000     0
    222200	     94451	     55550	     64330     0
    222600	     94281	     68130	      3015     0
    224400	     94280	     98550	     44520     0
    224500	     94180	     17251	      1950     0
    224700	     94130	     61350	    218600     0
     22730	     93900	     18420	     13640     0
     22790	     93700	     57940	     31660     0
     22840	     93500	     13140	     25320     0
     22951	     93301	     63910	     80850     0
    230800	     93140	     44610	     23420     0
     23160	     92910	     52220	     72800     0
    232400	     92750	    222200	     27770     0
     23390	     92350	     49870	     76974     0
     23410	     92117	    283600	     76979     0
     23420	     92114	     79600	     52930     0
     23500	     91760	     58480	     30380     0
     23560	     91740	     41860	     78610     0
    236600	     91700	     76981	     37750     0
     23720	     91600	     77005	    261600     0
     24100	     91430	    208000	    212000     0
    241000	     91400	     30860	     66620     0
    241800	     91380	     75020	      7830     0
     24210	     91283	     62700	     88023     0
    243200	     91270	     17870	     23160     0
    243500	     91080	     93900	     42720     0
     24600	     90800	     47090	     13100     0
    246400	     90760	     33250	    251200     0
     24770	     90721	     13420	     91600     0
     24890	     90720	     93700	     39201     0
     24960	     90650	     27301	     90200     0
       250	     90492	    222600	     28922     0
    250000	     90491	     80700	     25100     0
     25100	     90490	     81730	     27564     0
     25110	     90450	     89350	     19930     0
     25112	     90400	     86600	     39690     0
    251200	     90200	     47260	     84971     0
     25260	     89950	     14550	     16610     0
     25320	     89650	    243200	     76941     0
      2540	     89500	     79762	     45880     0
     25540	     89351	     78180	      7910     0
     25630	     89350	     71100	     81370     0
     25640	     89233	     59900	     35090     0
    257400	     89213	     27470	     18320     0
     25830	     89110	     49351	     55820     0
      2610	     88690	     54120	     74350     0
    261600	     88660	     97580	     78800     0
     26161	     88580	      1230	     96220     0
     26240	     88460	     90490	     82160     0
     26380	     88340	     66100	     35200     0
    264800	     88200	    246400	    264800     0
     26670	     88100	     53730	     47450     0
     26900	     88023	     17150	     76984     0
     26990	     87860	     77180	     66030     0
     26999	     87763	     15730	     99927     0
     27140	     87750	     46300	     48780     0
     27270	     87640	     67770	     44300     0
     27301	     87120	     58070	     96800     0
     27450	     87111	    288900	     14600     0
     27460	     87110	     59610	     57420     0
     27470	     86950	     46850	     52860     0
     27500	     86850	     99370	     53130     0
     27510	     86740	     80610	     42890     0
     27564	     86600	     80620	     75550     0
     27600	     86500	     23410	     30650     0
     27770	     85892	     99720	      3780     0
     27800	     85891	     76928	     51130     0
    280700	     85890	     40200	     36300     0
    283600	     85840	     29950	     63580     0
     28380	     85660	     47610	     92750     0
    284500	     85653	     42780	     53101     0
    284900	     85560	     84400	     76750     0
    286900	     85540	     49631	    211000     0
    287500	     85470	      9100	     66070     0
     28800	     85450	     12800	     11710     0
    288900	     85440	     82291	     29970     0
     28921	     85410	     37650	     68230     0
     28922	     85380	     58780	     44630     0
    289700	     85180	     89500	     76927     0
       290	     85040	     50450	    606900     0
      2910	     84971	     94680	      9580     0
     29310	     84970	     18030	     66850     0
     29350	     84960	     48290	     99780     0
    294400	     84700	      1130	      4460     0
    294700	     84400	      3810	     17030     0
     29600	     84190	     98360	     47500     0
    296500	     84070	     78350	     79480     0
     29720	     83953	     85891	     27600     0
    297200	     83880	     88200	     13450     0
    297400	     83710	     81950	     25630     0
     29790	     83520	     17980	      6620     0
     29950	     83503	     76951	       290     0
     29970	     83500	     24100	     76952     0
     30000	     83300	    289700	     13670     0
      3015	     82840	     77004	     89213     0
     30220	     82650	     91283	    286900     0
     30260	     82530	     50540	     85560     0
      3030	     82410	     93140	     19100     0
     30320	     82310	     41110	     70480     0
     30380	     82291	     43010	     77006     0
     30420	     82290	     81360	     22951     0
     30530	     82260	     48330	     12320     0
     30650	     82230	     94800	    241800     0
     30860	     82160	     17500	     30220     0
     31080	     81950	     16790	     89351     0
      3120	     81940	     91700	     76931     0
     31410	     81930	     38140	     25830     0
     31570	     81900	     70930	     77000     0
     31620	     81770	     76930	     80340     0
     31660	     81730	     98850	     42600     0
     31850	     81680	     17005	     81680     0
      3190	     81370	     46510	     15430     0
     31900	     81360	     98400	      7010     0
      3200	     81250	     41670	     54420     0
     32060	     81080	     86740	     72580     0
     32200	     80850	     65150	     68420     0
     32320	     80740	     59680	     90400     0
     32350	     80700	     78850	     76985     0
     32780	     80630	     95950	     99754     0
      3280	     80620	     57000	     83500     0
     32850	     80610	     99910	     39150     0
     32890	     80340	     90492	     73800     0
     33250	     80200	     36560	     99500     0
     33890	     79793	     61040	     19850     0
     34130	     79762	     60400	     26380     0
     34600	     79600	     71380	     99841     0
     34800	     79480	     27450	     99711     0
     34900	     79253	     90720	     72100     0
      3500	     78850	     43360	     76947     0
     35090	     78800	     12680	     39100     0
     35200	     78770	     66210	     20520     0
     35340	     78610	     55930	     28380     0
     35860	     78423	     11900	     22790     0
     36060	     78370	     25640	     76990     0
     36140	     78350	     99710	     40271     0
     36200	     78250	      4040	     99735     0
     36300	     78180	     58900	     72060     0
     36490	     77850	     35860	     36140     0
     36560	     77550	     44560	     65450     0
     37230	     77403	     26900	     77230     0
     37300	     77270	     77550	     99996     0
     37500	     77230	     76972	     85653     0
     37570	     77180	     26161	     37300     0
     37650	     77006	     70500	     67150     0
     37740	     77005	    212400	     18210     0
     37750	     77004	       810	    212800     0
      3780	     77003	     30260	     31900     0
     37820	     77002	    284900	      2540     0
      3810	     77001	     37740	      5590     0
     38140	     77000	     76983	     24600     0
     38380	     76991	      4740	     84070     0
     38421	     76990	     21680	     70820     0
     38450	     76989	     34800	     32890     0
     38600	     76988	     76450	     23500     0
     38800	     76987	     83710	     57850     0
     39040	     76986	     65600	     48250     0
     39100	     76985	     70150	     55701     0
     39150	     76984	      3120	     42250     0
     39200	     76983	     83503	    612000     0
     39201	     76982	     52400	     41370     0
     39220	     76981	     80630	     96600     0
     39690	     76980	     96931	     78250     0
     40200	     76979	     91740	     61770     0
     40271	     76976	     71810	     81930     0
      4040	     76975	     76100	     38800     0
     40420	     76974	       250	     41480     0
     40880	     76973	     24890	     16740     0
     41110	     76972	     76991	     52970     0
     41200	     76971	      3280	     12200     0
     41370	     76970	     76986	     96970     0
     41480	     76952	     48450	     27800     0
     41550	     76951	    204900	     42650     0
     41640	     76950	     29600	     42950     0
     41670	     76949	      3190	     60620     0
     41770	     76948	     42921	     87111     0
     41820	     76947	     23390	     69100     0
     41840	     76946	     71990	     69470     0
     41860	     76945	     82840	    232400     0
       420	     76944	     46150	     18920     0
     42140	     76943	     87640	     87860     0
     42160	     76942	     49070	     55670     0
     42250	     76941	     71150	     37820     0
     42520	     76940	     44800	        60     0
     42550	     76932	     76900	      1400     0
     42600	     76931	     45870	     76380     0
     42650	     76930	     76982	     75410     0
     42720	     76928	     18500	     99935     0
     42780	     76927	     76989	    241000     0
     42790	     76926	     42160	     60500     0
     42810	     76925	     76470	     55550     0
     42890	     76923	     55290	     68130     0
     42920	     76920	     66730	     98550     0
     42921	     76900	     18269	    280700     0
     42950	     76750	     87763	     12550     0
     43000	     76530	     52170	     47240     0
     43010	     76470	     49550	     22730     0
     43090	     76450	     64800	     65940     0
     43360	     76380	     97110	     64460     0
     43810	     76330	     37500	     86950     0
     43980	     76250	     48500	     64620     0
     44080	     76100	     99950	     43980     0
     44160	     75550	     65270	    224400     0
     44190	     75410	     41840	     63705     0
     44300	     75270	     76923	     14711     0
      4440	     75220	     42550	     76925     0
     44480	     75100	     77002	     50310     0
     44520	     75020	     73250	     56280     0
     44560	     74530	     18160	     76940     0
     44561	     74350	     32850	     51530     0
      4460	     74320	    284500	     47890     0
     44610	     73800	     85180	     58390     0
     44630	     73500	     51250	     59450     0
     44730	     73250	      1650	     82310     0
     44760	     72800	     19710	     42140     0
     44800	     72650	     95610	     63100     0
     44900	     72580	      9870	     26240     0
     45350	     72250	     67240	     17741     0
     45600	     72100	    608000	     55730     0
     45870	     72060	     11120	     71750     0
     45880	     71990	     92910	     60800     0
     46150	     71900	    236600	     61180     0
     46300	     71850	    296500	    257400     0
     46400	     71810	     84190	     26990     0
     46450	     71750	     27140	     27270     0
     46510	     71550	     99790	     14050     0
     46610	     71380	     85892	     32780     0
     46700	     71280	     18700	     47820     0
     46850	     71200	     31850	     84960     0
     46910	     71150	     74530	     56960     0
     47090	     71100	     53160	     41200     0
     47240	     71000	     66580	     76944     0
     47260	     70990	     49750	     25260     0
     47270	     70930	     25110	     88690     0
     47300	     70850	     54600	     95900     0
      4740	     70820	     23720	     12290     0
     47450	     70670	     31570	     38421     0
     47500	     70500	     87110	     37230     0
     47600	     70480	     54780	     16750     0
     47610	     70150	     91760	     87750     0
     47750	     69960	     64300	     94500     0
      4780	     69550	    618000	     30530     0
     47820	     69470	     95350	     70990     0
     47890	     69420	     32060	     59670     0
     48090	     69380	     88580	     99992     0
     48120	     69230	     13310	     26999     0
     48250	     69150	     76976	     76932     0
     48290	     69100	     56010	    297200     0
     48330	     68860	     77270	    297400     0
     48450	     68840	     99902	     36200     0
     48500	     68420	     60990	     85410     0
     48780	     68340	    294700	     42810     0
     49070	     68330	    224500	     57680     0
     49351	     68270	     69230	     30000     0
     49460	     68230	    287500	     68270     0
     49550	     68130	    203600	     98790     0
     49631	     67770	     64320	     77403     0
     49750	     67540	     44760	     81900     0
     49800	     67240	     75220	     31080     0
     49870	     67150	     75270	     49800     0
     50070	     66850	     76943	     19610     0
     50080	     66730	     15630	     27500     0
     50120	     66620	     83300	     31620     0
     50150	     66580	     56780	       770     0
     50300	     66210	     99330	     81250     0
     50310	     66150	     52750	     41770     0
     50351	     66100	     74320	     76971     0
     50450	     66070	     85470	     99986     0
     50480	     66030	     85040	     32320     0
     50500	     65940	     63750	     80200     0
     50540	     65600	     78423	     17251     0
     51130	     65450	     65230	     61350     0
     51250	     65370	     68340	     18420     0
     51470	     65310	     18950	     57940     0
     51530	     65270	     69550	     13140     0
     51800	     65230	     56011	     63910     0
     52170	     65150	     44480	     44610     0
     52220	     64900	     52290	     52220     0
     52290	     64800	     85540	    222200     0
     52400	     64620	     81940	     49870     0
     52535	     64580	     83880	    283600     0
     52601	     64550	     57990	     79600     0
     52640	     64460	     82260	     58480     0
     52750	     64330	     50480	     41860     0
     52860	     64320	     76920	     76981     0
     52930	     64300	     91430	     77005     0
     52970	     63910	     90450	    208000     0
     52990	     63750	     77003	     30860     0
     53070	     63705	     18701	     75020     0
     53101	     63580	     87120	     62700     0
     53130	     63530	     16270	     17870     0
     53160	     63420	      6020	     93900     0
     53180	     63100	     81080	     47090     0
      5350	     62900	      5350	     33250     0
     53700	     62700	     58100	     13420     0
     53730	     62480	     50300	     93700     0
     53950	     62270	     76980	     27301     0
     54120	     62160	     41640	    222600     0
     54320	     61820	    224700	     80700     0
     54420	     61770	     28800	     81730     0
     54500	     61550	     99760	     89350     0
     54600	     61350	     13700	     86600     0
     54780	     61180	     11500	     47260     0
     55290	     61040	     98090	     14550     0
     55550	     60990	     94281	    243200     0
     55670	     60890	     22840	     79762     0
     55700	     60800	     43000	     78180     0
     55701	     60620	      3500	     71100     0
     55730	     60500	     27460	     59900     0
     55820	     60400	     98650	     27470     0
      5590	     59900	     98580	     49351     0
     55930	     59800	     82530	     54120     0
     56010	     59681	     59800	     97580     0
     56011	     59680	     16560	      1230     0
     56280	     59670	     29720	     90490     0
     56320	     59610	     49460	     66100     0
     56400	     59450	     45350	    246400     0
     56420	     59250	     97251	     53730     0
     56480	     59110	     58960	     17150     0
     56520	     58960	     11050	     77180     0
     56780	     58900	     46450	     15730     0
     56850	     58780	     76948	     46300     0
     56960	     58480	     85440	     67770     0
     57000	     58390	     58320	     58070     0
     57390	     58320	     91600	    288900     0
     57420	     58100	     39201	     59610     0
     57480	     58070	     90200	     46850     0
     57660	     57990	     28922	     99370     0
     57680	     57940	     25100	     80610     0
     57710	     57850	     27564	     80620     0
     57770	     57810	     19930	     23410     0
     57780	     57780	     39690	     99720     0
     57810	     57770	     84971	     76928     0
     57850	     57710	     16610	     40200     0
     57940	     57680	     76941	     29950     0
     57990	     57660	     45880	     47610     0
     58070	     57480	      7910	     42780     0
     58100	     57420	     81370	     84400     0
     58320	     57390	     35090	     49631     0
     58390	     57000	     18320	      9100     0
     58480	     56960	     55820	     12800     0
     58780	     56850	     74350	     82291     0
     58900	     56780	     78800	     37650     0
     58960	     56520	     96220	     58780     0
     59110	     56480	     82160	     89500     0
     59250	     56420	     35200	     50450     0
     59450	     56400	     79480	     94680     0
     59610	     56320	     27600	     18030     0
     59670	     56280	     13450	     48290     0
     59680	     56011	     25630	      1130     0
     59681	     56010	      6620	      3810     0
     59800	     55930	       290	     98360     0
     59900	     55820	     76952	     78350     0
        60	     55730	     13670	     85891     0
      6020	     55701	     89213	     88200     0
    603000	     55700	    286900	     81950     0
     60400	     55670	     85560	     17980     0
     60500	     55550	     19100	     76951     0
     60620	     55290	     70480	     24100     0
    606900	     54780	     77006	    289700     0
     60800	     54600	     22951	     77004     0
    608000	     54500	     12320	     91283     0
     60890	     54420	    241800	     50540     0
     60990	     54320	     30220	     93140     0
       610	     54120	     89351	     41110     0
     61040	     53950	     76931	     43010     0
     61180	     53730	     25830	     81360     0
    612000	     53700	     77000	     48330     0
     61350	     53180	     80340	     94800     0
     61550	     53160	     42600	     17500     0
     61770	     53130	     81680	     16790     0
    618000	     53101	     15430	     91700     0
     61820	     53070	      7010	     38140     0
     62160	     52990	     54420	     70930     0
     62270	     52970	     72580	     76930     0
     62480	     52930	     68420	     98850     0
     62700	     52860	     90400	     17005     0
     62900	     52750	     76985	     46510     0
     63100	     52640	     99754	     98400     0
     63420	     52601	     83500	     41670     0
     63530	     52535	     39150	     86740     0
     63580	     52400	     73800	     65150     0
     63705	     52290	     99500	     59680     0
     63750	     52220	     19850	     78850     0
     63910	     52170	     26380	     95950     0
     64300	     51800	     99841	     57000     0
     64320	     51530	     99711	     99910     0
     64330	     51470	     72100	     90492     0
      6440	     51250	     76947	     36560     0
     64460	     51130	     39100	     61040     0
     64550	     50540	     20520	     60400     0
     64580	     50500	     28380	     71380     0
     64620	     50480	     22790	     27450     0
     64800	     50450	     76990	     90720     0
     64900	     50351	     40271	     43360     0
     65150	     50310	     99735	     12680     0
     65230	     50300	     72060	     66210     0
     65270	     50150	     36140	     55930     0
     65310	     50120	     65450	     11900     0
     65370	     50080	     77230	     25640     0
     65450	     50070	     99996	     99710     0
     65600	     49870	     85653	      4040     0
     65940	     49800	     37300	     58900     0
     66030	     49750	     67150	     35860     0
     66070	     49631	     18210	     44560     0
     66100	     49550	    212800	     26900     0
     66150	     49460	     31900	     77550     0
      6620	     49351	      2540	     76972     0
     66210	     49070	      5590	     26161     0
     66580	     48780	     24600	     70500     0
     66620	     48500	     84070	    212400     0
     66730	     48450	     70820	       810     0
     66850	     48330	    280700	     30260     0
     67150	     48290	     12550	    284900     0
     67240	     48250	     47240	     37740     0
     67540	     48120	     22730	     76983     0
     67770	     48090	     65940	      4740     0
     68130	     47890	     64460	     21680     0
     68230	     47820	     86950	     34800     0
     68270	     47750	     64620	     76450     0
     68330	     47610	     43980	     83710     0
     68340	     47600	    224400	     65600     0
     68420	     47500	     63705	     70150     0
     68840	     47450	     14711	      3120     0
     68860	     47300	     76925	     83503     0
     69100	     47270	     50310	     52400     0
     69150	     47260	     56280	     80630     0
     69230	     47240	     76940	     96931     0
     69380	     47090	     51530	     91740     0
     69420	     46910	     47890	     71810     0
     69470	     46850	     58390	     76100     0
     69550	     46700	     59450	       250     0
     69960	     46610	     82310	     24890     0
       700	     46510	     42140	     76991     0
      7010	     46450	     63100	      3280     0
     70150	     46400	     26240	     76986     0
     70480	     46300	     17741	     48450     0
     70500	     46150	     55730	    204900     0
     70670	     45880	     71750	     29600     0
     70820	     45870	     60800	      3190     0
     70850	     45600	     61180	     42921     0
     70930	     45350	    257400	     23390     0
     70990	     44900	     26990	     71990     0
     71000	     44800	     27270	     82840     0
     71100	     44760	     14050	     46150     0
     71150	     44730	     32780	     87640     0
     71200	     44630	     47820	     49070     0
     71280	     44610	     84960	     71150     0
     71380	     44561	     56960	     44800     0
     71550	     44560	     41200	     76900     0
     71750	     44520	     76944	     45870     0
     71810	     44480	     25260	     76982     0
     71850	     44300	     88690	     18500     0
     71900	     44190	     95900	     76989     0
     71990	     44160	     12290	     42160     0
     72060	     44080	     38421	     76470     0
     72100	     43980	     37230	     55290     0
     72250	     43810	     16750	     66730     0
     72580	     43360	     87750	     18269     0
     72650	     43090	     94500	     87763     0
     72800	     43010	     30530	     52170     0
       730	     43000	     70990	     49550     0
     73250	     42950	     59670	     64800     0
     73500	     42921	     99992	     97110     0
     73800	     42920	     26999	     37500     0
     74320	     42890	     76932	     48500     0
     74350	     42810	    297200	     99950     0
     74530	     42790	    297400	     65270     0
     75020	     42780	     36200	     41840     0
     75100	     42720	     85410	     76923     0
     75220	     42650	     42810	     42550     0
     75270	     42600	     57680	     77002     0
     75410	     42550	     30000	     73250     0
     75550	     42520	     68270	     18160     0
     76100	     42250	     98790	     32850     0
     76250	     42160	     77403	    284500     0
     76330	     42140	     81900	     85180     0
     76380	     41860	     31080	     51250     0
     76450	     41840	     49800	      1650     0
     76470	     41820	     19610	     19710     0
     76530	     41770	     27500	     95610     0
      7660	     41670	     31620	      9870     0
     76750	     41640	       770	     67240     0
     76900	     41550	     81250	    608000     0
     76920	     41480	     41770	     11120     0
     76923	     41370	     76971	     92910     0
     76925	     41200	     99986	    236600     0
     76926	     41110	     32320	    296500     0
     76927	     40880	     80200	     84190     0
     76928	     40420	     76942	     27140     0
     76930	     40271	     68840	     99790     0
     76931	     40200	     12520	     85892     0
     76932	     39690	     82230	     18700     0
     76940	     39220	     53070	     31850     0
     76941	     39201	     94280	     74530     0
     76942	     39200	     82650	     53160     0
     76943	     39150	     88100	     66580     0
     76944	     39100	    220600	     49750     0
     76945	     39040	     85840	     25110     0
     76946	     38800	     43090	     54600     0
     76947	     38600	     57480	     23720     0
     76948	     38450	     25112	     31570     0
     76949	     38421	     51800	     87110     0
     76950	     38380	     44561	     54780     0
     76951	     38140	     18020	     91760     0
     76952	     37820	      2610	     64300     0
     76970	     37750	     79253	    618000     0
     76971	     37740	       100	     95350     0
     76972	     37650	     76530	     32060     0
     76973	     37570	     76950	     88580     0
     76974	     37500	     61550	     13310     0
     76975	     37300	     85380	     76976     0
     76976	     37230	     64550	     56010     0
     76979	     36560	     88660	     77270     0
     76980	     36490	      8450	     99902     0
     76981	     36300	     99990	     60990     0
     76982	     36200	     46610	    294700     0
     76983	     36140	     57710	    224500     0
     76984	     36060	     91380	     69230     0
     76985	     35860	     56400	    287500     0
     76986	     35340	     90721	    203600     0
     76987	     35200	     85450	     64320     0
     76988	     35090	     72650	     44760     0
     76989	     34900	     76945	     75220     0
     76990	     34800	     57660	     75270     0
     76991	     34600	     71200	     76943     0
       770	     34130	     37570	     15630     0
     77000	     33890	     19730	     83300     0
     77001	     33250	     78770	     56780     0
     77002	     32890	     57770	     99330     0
     77003	     32850	     90491	     52750     0
     77004	     32780	     52601	     74320     0
     77005	     32350	     47600	     85470     0
     77006	     32320	     91270	     85040     0
     77180	     32200	     53700	     63750     0
     77230	     32060	     64900	     78423     0
     77270	     31900	     51470	     65230     0
     77403	     31850	     89110	     68340     0
     77550	     31660	     41550	     18950     0
     77850	     31620	     62160	     69550     0
     78180	     31570	       610	     56011     0
     78250	     31410	     42920	     44480     0
      7830	     31080	     81770	     52290     0
     78350	     30860	     26670	     85540     0
     78370	     30650	     34130	     81940     0
     78423	     30530	     20250	     83880     0
     78610	     30420	     85890	     57990     0
     78770	     30380	     93301	     82260     0
     78800	     30320	    202000	     50480     0
     78850	     30260	     84700	     76920     0
      7910	     30220	     50070	     91430     0
     79253	     30000	     47300	     90450     0
     79480	     29970	     88460	     77003     0
     79600	     29950	     30320	     18701     0
     79762	     29790	       730	     87120     0
     79793	     29720	     71850	     16270     0
     80200	     29600	     76330	      6020     0
     80340	     29350	     83520	     81080     0
     80610	     29310	     86500	      5350     0
     80620	     28922	     92350	     58100     0
     80630	     28921	     54320	     50300     0
     80700	     28800	     96400	     76980     0
     80740	     28380	     91400	     41640     0
     80850	     27800	     94900	    224700     0
       810	     27770	     52535	     76942     0
     81080	     27600	     44080	     68840     0
     81250	     27564	     17000	     12520     0
     81360	     27510	     77001	     82230     0
     81370	     27500	     91080	     53070     0
      8140	     27470	     13160	     94280     0
     81680	     27460	     48120	     82650     0
     81730	     27450	     15660	     88100     0
     81770	     27301	      8970	    220600     0
     81900	     27270	     73500	     85840     0
     81930	     27140	      1080	     43090     0
     81940	     26999	     89650	     57480     0
     81950	     26990	     56520	     25112     0
     82160	     26900	     57810	     51800     0
     82230	     26670	     20301	     44561     0
     82260	     26380	     67540	     18020     0
     82290	     26240	     64580	      2610     0
     82291	     26161	     21360	     79253     0
     82310	     25830	     69420	       100     0
     82410	     25640	     52990	     76530     0
     82530	     25630	     50351	     76950     0
     82650	     25540	     53180	     61550     0
     82840	     25320	     76946	     85380     0
     83300	     25260	     70670	     64550     0
     83500	     25112	     47750	     88660     0
     83503	     25110	     56320	      8450     0
     83520	     25100	     72250	     99990     0
     83710	     24960	     45600	     46610     0
     83880	     24890	      4440	     57710     0
     83953	     24770	     71550	     91380     0
     84070	     24600	     27510	     56400     0
     84190	     24210	     32350	     90721     0
     84400	     24100	     62480	     85450     0
      8450	     23720	     50120	     72650     0
     84700	     23560	     40880	     76945     0
     84960	     23500	     76926	     57660     0
     84970	     23420	     80740	     71200     0
     84971	     23410	     75100	     37570     0
     85040	     23390	     42790	     19730     0
     85180	     23160	      4780	     78770     0
     85380	     22951	     10600	     57770     0
     85410	     22840	     30420	     90491     0
     85440	     22790	     17280	     52601     0
     85450	     22730	     39200	     47600     0
     85470	     21680	     35340	     91270     0
     85540	     21360	     84970	     53700     0
     85560	     20520	     53950	     64900     0
     85653	     20301	     60890	     51470     0
     85660	     20250	     94130	     89110     0
     85840	     19930	     69380	     41550     0
     85890	     19850	      8720	     62160     0
     85891	     19730	     76987	       610     0
     85892	     19710	     24770	     42920     0
     86500	     19610	     18980	     81770     0
     86600	     19100	     44160	     26670     0
     86740	     18980	     90800	     34130     0
     86850	     18950	     38600	     20250     0
     86950	     18920	     57780	     85890     0
     87110	     18815	     70850	     93301     0
     87111	     18701	       420	    202000     0
     87120	     18700	     39220	     84700     0
      8720	     18500	     34600	     50070     0
     87640	     18450	     40420	     47300     0
      8770	     18420	     46400	     88460     0
     87750	     18320	     32200	     30320     0
     87763	     18270	     47270	       730     0
     87860	     18269	     63530	     71850     0
     88023	     18210	     83953	     76330     0
     88100	     18160	      7660	     83520     0
     88200	     18030	     90760	     86500     0
     88340	     18020	     52640	     92350     0
     88460	     17980	    243500	     54320     0
     88580	     17870	     62270	     96400     0
     88660	     17780	     59110	     91400     0
     88690	     17741	     31410	     94900     0
     89110	     17500	     76973	     52535     0
     89213	     17280	     76949	     44080     0
     89233	     17251	     43810	     17000     0
     89350	     17150	      8770	     77001     0
     89351	     17030	     59681	     91080     0
     89500	     17005	     29790	     13160     0
     89650	     17000	     94180	     48120     0
      8970	     16790	     24960	     15660     0
     89950	     16750	     24210	      8970     0
     90200	     16740	     17780	     73500     0
     90400	     16610	     89950	      1080     0
     90450	     16560	     88340	     89650     0
     90490	     16270	     42520	     56520     0
     90491	     15730	     89233	     57810     0
     90492	     15660	     28921	     20301     0
     90650	     15630	     63420	     67540     0
     90720	     15480	     13050	     64580     0
     90721	     15430	     39040	     21360     0
     90760	     14711	     41820	     69420     0
     90800	     14600	     79793	     52990     0
      9100	     14580	     92117	     50351     0
     91080	     14550	      8140	     53180     0
     91270	     14050	    230800	     76946     0
     91283	     13700	    215400	     70670     0
     91380	     13670	     29350	     47750     0
     91400	     13640	     82290	     56320     0
     91430	     13450	     36060	     72250     0
     91600	     13420	     96310	     45600     0
     91700	     13310	     36490	      4440     0
     91740	     13160	     48090	     71550     0
     91760	     13140	     25540	     27510     0
     92114	     13100	     66150	     32350     0
     92117	     13050	     38380	     62480     0
     92350	     12800	     86850	     50120     0
     92750	     12680	     90650	     40880     0
     92910	     12600	     57390	     76926     0
     93140	     12550	     99800	     80740     0
     93301	     12520	     46910	     75100     0
     93500	     12320	     18450	     42790     0
     93700	     12290	     68860	      4780     0
     93900	     12200	     85660	     10600     0
